YEAR,MONTH,DAY,START_HOUR,END_HOUR,NORTH,QUEZON,KAMUNING,CUBAO,SANTOLAN,ORTIGAS,SHAW,BONI,GUADALUPE,BUENDIA,AYALA,MAGALLANES,TAFT,ACTIVITY
2013,10,26,11,12,4530,1858,1540,3135,367,681,2117,763,1957,560,1325,1403,4397,ENTRY
2013,10,26,12,13,5009,2055,1483,3494,434,1014,2699,775,2198,846,1735,1844,5091,ENTRY
2013,10,26,13,14,3824,1797,1179,3239,441,1025,2131,752,2133,820,2126,1711,4813,ENTRY
2013,10,26,14,15,3479,1597,1200,3090,466,1136,2133,775,1923,695,2073,1755,4862,ENTRY
2013,10,26,15,16,2971,1786,1291,3163,501,1443,2644,805,2014,996,2548,2117,5174,ENTRY
2013,10,26,16,17,3320,2216,1392,3664,594,1791,2425,1022,2357,1284,3586,2938,5709,ENTRY
2013,10,26,17,18,3675,2375,1559,3680,776,1573,2735,756,1396,1035,2200,2164,4627,ENTRY
2013,10,26,18,19,3928,1953,1213,2223,523,1385,1500,457,1488,801,3200,2832,5012,ENTRY
2013,10,26,19,20,3513,1467,1228,3353,542,1275,2597,542,1314,738,3161,2274,5394,ENTRY
2013,10,26,20,21,3019,1144,929,2424,449,956,1796,487,1476,475,2760,1460,4377,ENTRY
2013,10,26,21,22,2300,783,616,1855,409,799,1692,475,957,403,2401,996,3494,ENTRY
2013,10,26,22,23,58,36,57,222,39,406,950,189,540,218,1897,366,793,ENTRY
2013,10,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,27,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,27,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,27,3,4,0,2,1,3,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,27,4,5,100,80,47,102,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,27,5,6,967,647,379,983,56,74,840,219,419,87,239,286,952,ENTRY
2013,10,27,6,7,1544,939,505,1236,81,260,1478,737,850,242,532,609,1763,ENTRY
2013,10,27,7,8,1684,983,519,1388,131,334,1800,1012,1200,317,745,763,2103,ENTRY
2013,10,27,8,9,2556,1213,630,1838,198,296,1997,1238,1500,243,856,976,2893,ENTRY
2013,10,27,9,10,3122,1360,739,2152,241,316,2002,1249,1651,230,700,1091,3249,ENTRY
2013,10,27,10,11,3357,1268,755,2252,234,326,2093,1767,1683,213,695,841,2927,ENTRY
2013,10,27,11,12,3561,1313,779,2506,229,388,2190,1656,1715,240,799,844,3224,ENTRY
2013,10,27,12,13,2471,1139,686,2411,230,429,2025,1611,1668,227,917,758,2737,ENTRY
2013,10,27,13,14,2229,1111,651,2416,218,459,2226,1546,1499,206,1019,882,3479,ENTRY
2013,10,27,14,15,2167,1038,672,2382,230,564,2315,1499,1626,307,1274,1205,2979,ENTRY
2013,10,27,15,16,2224,1059,735,2398,261,805,2358,1632,1554,356,1601,1415,3556,ENTRY
2013,10,27,16,17,2127,1112,723,2430,292,757,2645,1792,1599,301,1782,1550,3433,ENTRY
2013,10,27,17,18,2398,1094,767,2426,322,720,2473,1935,1450,326,1577,1815,2838,ENTRY
2013,10,27,18,19,2176,1018,696,2337,234,858,2240,1601,1194,316,1865,1002,2157,ENTRY
2013,10,27,19,20,2643,887,638,2214,299,858,2427,1644,1132,260,2177,1278,2361,ENTRY
2013,10,27,20,21,2293,760,532,2138,487,810,1941,1160,944,199,2292,700,1927,ENTRY
2013,10,27,21,22,2106,516,286,1566,137,688,1907,869,798,163,2950,628,1472,ENTRY
2013,10,27,22,23,1,17,22,103,31,130,339,240,383,90,573,212,362,ENTRY
2013,10,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,28,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,28,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,28,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,28,3,4,0,3,0,3,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,28,4,5,250,86,61,101,0,4,0,0,0,0,0,0,0,ENTRY
2013,10,28,5,6,2134,692,490,969,80,69,637,212,427,84,151,317,1368,ENTRY
2013,10,28,6,7,2666,1005,588,1220,91,268,919,413,773,221,346,631,2364,ENTRY
2013,10,28,7,8,2989,1052,601,1369,159,272,1198,564,994,309,418,729,3012,ENTRY
2013,10,28,8,9,4109,1297,692,1813,218,296,1327,681,1278,237,497,795,3350,ENTRY
2013,10,28,9,10,4152,1455,825,2122,205,289,1525,702,1555,218,447,829,3687,ENTRY
2013,10,28,10,11,4304,1356,875,2222,216,331,1718,681,1525,244,443,831,3697,ENTRY
2013,10,28,11,12,4452,1404,867,2472,175,363,1788,677,1656,190,543,865,4070,ENTRY
2013,10,28,12,13,3749,1219,855,2379,179,454,1554,720,1466,266,640,830,3720,ENTRY
2013,10,28,13,14,3381,1189,735,2383,211,520,1487,703,1387,282,768,866,2982,ENTRY
2013,10,28,14,15,2820,1111,680,2350,208,577,1520,763,1366,304,887,790,3440,ENTRY
2013,10,28,15,16,2701,1133,628,2365,206,711,1725,640,1300,400,1241,900,3418,ENTRY
2013,10,28,16,17,2878,1189,777,2397,251,744,1838,591,1242,383,1307,1012,3569,ENTRY
2013,10,28,17,18,3605,1170,811,2394,322,901,1903,490,1334,485,1359,1257,4054,ENTRY
2013,10,28,18,19,3783,1089,1010,2305,279,962,1885,557,1108,419,1374,1151,4048,ENTRY
2013,10,28,19,20,3809,949,850,2184,298,727,1800,485,1036,395,1722,971,3896,ENTRY
2013,10,28,20,21,3371,813,702,2109,423,840,1676,422,876,259,1716,1083,3253,ENTRY
2013,10,28,21,22,2812,552,375,1545,130,712,1824,573,946,246,2251,730,2546,ENTRY
2013,10,28,22,23,79,19,30,102,24,205,362,209,330,188,523,282,643,ENTRY
2013,10,28,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,29,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,29,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,29,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,29,4,5,94,173,188,163,9,7,12,0,0,0,0,0,0,ENTRY
2013,10,29,5,6,5155,1944,1409,2261,116,305,1366,446,843,242,557,833,2681,ENTRY
2013,10,29,6,7,10176,2617,1858,2729,403,934,2845,834,2349,583,1746,2300,6167,ENTRY
2013,10,29,7,8,12409,4187,2356,2334,678,1654,4045,1307,2326,789,1957,2995,7643,ENTRY
2013,10,29,8,9,11719,4551,1944,2601,640,1324,3444,1299,3174,651,1771,2656,8606,ENTRY
2013,10,29,9,10,8496,2978,1798,2944,620,993,3102,923,2533,734,1793,2076,7083,ENTRY
2013,10,29,10,11,5734,2342,1566,3141,591,984,2886,834,2270,874,1690,1699,5382,ENTRY
2013,10,29,11,12,4680,1932,1544,3273,604,1017,2752,790,2038,861,1752,1637,5052,ENTRY
2013,10,29,12,13,4949,2244,1455,3223,551,1010,2788,746,1782,886,1953,1444,4642,ENTRY
2013,10,29,13,14,4313,1847,1284,3222,637,1060,2754,861,1953,864,2215,1544,4731,ENTRY
2013,10,29,14,15,3250,1757,1291,3107,676,1422,2831,860,1746,1043,2617,1739,5052,ENTRY
2013,10,29,15,16,3241,1622,1169,3077,686,1615,3060,812,1794,1389,3438,1980,5167,ENTRY
2013,10,29,16,17,3219,2033,1522,3302,874,1821,3606,990,1946,1864,4416,2827,5775,ENTRY
2013,10,29,17,18,3948,3058,2237,3927,1316,2926,4430,1473,2225,3037,5433,4369,6595,ENTRY
2013,10,29,18,19,3990,2679,1651,4175,1181,3322,4664,1357,1970,2825,6575,5117,7278,ENTRY
2013,10,29,19,20,4596,2068,1218,3712,856,2518,3925,1115,1732,2215,5933,3538,5471,ENTRY
2013,10,29,20,21,3443,1502,882,3111,702,1729,3212,961,1461,1494,5212,2549,4283,ENTRY
2013,10,29,21,22,2948,1046,513,2259,196,1294,2593,835,1333,926,4971,1577,3108,ENTRY
2013,10,29,22,23,61,84,44,206,62,312,625,366,478,438,1243,584,979,ENTRY
2013,10,29,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,30,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,30,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,30,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,30,4,5,241,123,141,168,10,7,13,0,0,0,0,0,0,ENTRY
2013,10,30,5,6,4783,1807,1047,2334,126,262,1286,423,684,232,337,799,1776,ENTRY
2013,10,30,6,7,9377,4324,2058,2817,376,863,3051,892,1721,576,1250,1945,4664,ENTRY
2013,10,30,7,8,11387,4043,1776,2409,646,1514,3808,1370,2521,811,1395,2604,8020,ENTRY
2013,10,30,8,9,9132,3530,1522,2685,625,1312,3638,1287,2899,662,1284,2377,7403,ENTRY
2013,10,30,9,10,7324,2856,1567,3039,599,1067,2994,950,2631,786,1127,1978,5564,ENTRY
2013,10,30,10,11,5483,2256,1322,3243,540,981,2691,760,1699,817,1361,1593,4185,ENTRY
2013,10,30,11,12,5133,2126,1541,3379,581,1169,2931,797,1588,852,1459,1648,4413,ENTRY
2013,10,30,12,13,4445,2029,1304,3327,545,1162,2735,745,1928,845,1376,1523,4278,ENTRY
2013,10,30,13,14,4476,1925,1324,3327,548,1154,2792,765,1513,866,1636,1571,4552,ENTRY
2013,10,30,14,15,3510,1765,1252,3207,624,1378,2851,831,1919,1020,2017,1679,4062,ENTRY
2013,10,30,15,16,3242,1857,1166,3177,716,1662,3141,875,1806,1428,3062,2126,4794,ENTRY
2013,10,30,16,17,3230,2209,1497,3409,883,1990,3751,1083,1988,1905,3569,2881,5178,ENTRY
2013,10,30,17,18,3912,3070,2216,4055,1503,3053,4683,1475,1914,2942,4380,4946,6450,ENTRY
2013,10,30,18,19,4073,2822,1701,4310,1208,3339,4587,1376,1511,2953,4606,4731,6476,ENTRY
2013,10,30,19,20,4247,2235,1231,3832,770,2373,3656,1109,1806,2191,4069,3265,5719,ENTRY
2013,10,30,20,21,3884,1653,871,3211,714,1835,3598,1222,1724,1580,4990,3025,4062,ENTRY
2013,10,30,21,22,3323,1149,506,2332,261,1323,2908,827,1383,932,3877,1599,2992,ENTRY
2013,10,30,22,23,89,62,52,212,42,326,695,424,660,555,1383,680,825,ENTRY
2013,10,30,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,31,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,31,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,31,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,10,31,4,5,88,113,87,169,5,3,9,0,0,0,0,0,0,ENTRY
2013,10,31,5,6,4071,1647,1002,2346,128,204,1013,310,806,206,345,708,2170,ENTRY
2013,10,31,6,7,9002,3942,1804,2832,354,735,2466,878,2227,553,1051,1987,5964,ENTRY
2013,10,31,7,8,10625,3686,1400,2422,599,1340,3418,1366,3133,827,1374,2805,9500,ENTRY
2013,10,31,8,9,9388,3218,1396,2699,616,1315,3284,1233,3085,682,1197,2585,9082,ENTRY
2013,10,31,9,10,6989,2603,1483,3055,579,1057,2993,989,2754,703,1193,2207,7211,ENTRY
2013,10,31,10,11,4859,2056,1345,3260,544,923,2538,834,2269,797,1160,1725,5575,ENTRY
2013,10,31,11,12,4566,1938,1312,3397,558,1008,2565,800,2097,847,1288,1669,5348,ENTRY
2013,10,31,12,13,4130,1850,1239,3345,524,1055,2639,774,2006,845,1484,1612,5228,ENTRY
2013,10,31,13,14,3777,1755,1158,3344,542,1118,2620,777,1911,843,1619,1579,5184,ENTRY
2013,10,31,14,15,3172,1609,1128,3224,612,1364,2678,827,1809,1082,1898,1763,5118,ENTRY
2013,10,31,15,16,2779,1692,1105,3194,662,1593,2973,873,1773,1348,2419,1988,5324,ENTRY
2013,10,31,16,17,2946,2013,1374,3427,839,1903,3439,1033,1994,1798,3285,2944,6121,ENTRY
2013,10,31,17,18,3655,2798,2007,4076,1293,2848,3977,1368,2189,2919,4376,4754,7260,ENTRY
2013,10,31,18,19,3780,2572,1572,4333,1084,3293,4168,1367,1960,2995,4950,4908,7423,ENTRY
2013,10,31,19,20,3772,2037,1188,3852,786,2496,3680,1216,1753,2369,4634,3911,6722,ENTRY
2013,10,31,20,21,3524,1506,888,3228,639,1734,3128,969,1567,1532,4362,3038,5275,ENTRY
2013,10,31,21,22,2868,1047,507,2344,281,1272,2350,680,1287,927,3726,1733,3614,ENTRY
2013,10,31,22,23,67,57,48,213,46,370,606,261,517,425,1203,658,1050,ENTRY
2013,10,31,23,0,0,0,0,0,0,0,0,0,7,5,13,8,14,ENTRY
2013,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,1,3,4,0,2,1,2,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,1,4,5,115,67,36,83,2,4,22,5,0,0,0,0,0,ENTRY
2013,11,1,5,6,1349,629,312,908,42,76,553,152,355,98,319,274,820,ENTRY
2013,11,1,6,7,1952,978,435,1160,73,219,1014,306,796,252,870,619,1631,ENTRY
2013,11,1,7,8,2131,1005,417,1242,101,264,1244,373,1056,347,1129,754,2184,ENTRY
2013,11,1,8,9,2660,1140,483,1607,135,248,1470,441,1300,285,1134,796,2638,ENTRY
2013,11,1,9,10,2853,1220,550,1824,167,260,1631,500,1589,271,1061,828,3019,ENTRY
2013,11,1,10,11,2679,1129,562,1901,152,261,1552,510,1510,241,1060,791,2948,ENTRY
2013,11,1,11,12,2853,1164,572,2106,152,308,1652,502,1575,228,1185,802,3113,ENTRY
2013,11,1,12,13,2297,1023,510,2045,154,351,1615,499,1384,229,1335,805,2810,ENTRY
2013,11,1,13,14,2171,999,482,2028,157,372,1600,515,1397,236,1509,803,2912,ENTRY
2013,11,1,14,15,2026,921,498,2008,162,469,1670,523,1342,320,1872,812,2820,ENTRY
2013,11,1,15,16,1986,936,517,2011,188,587,1852,550,1330,381,2405,883,3042,ENTRY
2013,11,1,16,17,2117,995,522,2063,197,679,1888,569,1343,385,2635,975,3225,ENTRY
2013,11,1,17,18,2301,997,573,2079,224,662,1778,519,1183,389,2499,1018,3144,ENTRY
2013,11,1,18,19,2337,927,521,2005,206,723,1788,458,1031,351,2756,936,3012,ENTRY
2013,11,1,19,20,2535,808,471,1907,219,688,1780,416,959,304,3360,891,2929,ENTRY
2013,11,1,20,21,2216,682,390,1787,328,595,1601,311,802,178,3124,744,2424,ENTRY
2013,11,1,21,22,1858,467,214,1324,109,542,1550,281,727,163,3946,597,1878,ENTRY
2013,11,1,22,23,31,18,17,93,18,125,280,96,255,103,980,236,484,ENTRY
2013,11,1,23,0,0,0,0,0,0,0,0,0,4,1,15,6,7,ENTRY
2013,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,2,3,4,0,0,1,2,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,2,4,5,217,72,44,91,2,4,0,0,0,0,0,0,0,ENTRY
2013,11,2,5,6,2123,762,391,991,52,79,758,223,447,162,330,423,1045,ENTRY
2013,11,2,6,7,3595,1056,544,1267,90,227,1188,433,846,325,907,874,1914,ENTRY
2013,11,2,7,8,3858,1167,521,1356,113,274,1320,354,1062,448,902,913,2575,ENTRY
2013,11,2,8,9,4617,1228,603,1754,190,258,1684,572,1349,299,721,860,3096,ENTRY
2013,11,2,9,10,4495,1285,688,1992,220,269,1695,452,1565,258,768,986,3268,ENTRY
2013,11,2,10,11,3730,1146,702,2076,163,270,1498,447,1402,271,714,817,2907,ENTRY
2013,11,2,11,12,3984,1184,716,2300,215,320,1764,537,1402,204,828,763,3052,ENTRY
2013,11,2,12,13,3583,1086,638,2233,199,364,1710,525,1510,216,852,820,3161,ENTRY
2013,11,2,13,14,2797,947,602,2214,197,386,1595,456,1316,237,970,691,2856,ENTRY
2013,11,2,14,15,2599,861,622,2192,218,487,1667,653,1347,323,1108,764,3100,ENTRY
2013,11,2,15,16,2514,939,646,2195,254,609,1995,726,1410,408,1451,915,3457,ENTRY
2013,11,2,16,17,3123,955,653,2253,304,705,1939,716,1507,410,1500,964,3444,ENTRY
2013,11,2,17,18,3244,975,717,2270,316,687,1809,661,1274,404,1551,1046,3542,ENTRY
2013,11,2,18,19,3509,829,651,2189,255,751,1772,555,1118,404,1668,956,3033,ENTRY
2013,11,2,19,20,3120,700,588,2083,253,714,1742,476,1049,338,2171,822,2763,ENTRY
2013,11,2,20,21,2604,558,488,1951,278,618,1457,400,769,206,1625,635,2256,ENTRY
2013,11,2,21,22,2090,447,268,1446,307,562,1133,275,687,181,1676,503,1688,ENTRY
2013,11,2,22,23,13,16,21,101,27,129,763,117,456,84,1699,192,440,ENTRY
2013,11,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,3,3,4,0,0,1,2,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,3,4,5,173,64,50,92,0,10,0,2,0,0,0,0,0,ENTRY
2013,11,3,5,6,1338,556,441,998,46,67,556,595,345,83,218,282,960,ENTRY
2013,11,3,6,7,1745,737,615,1275,70,223,933,2543,709,231,433,547,1892,ENTRY
2013,11,3,7,8,2127,815,589,1365,131,233,1121,3030,916,276,602,684,2350,ENTRY
2013,11,3,8,9,3136,1233,682,1765,168,251,1453,2981,1279,227,673,754,3270,ENTRY
2013,11,3,9,10,3353,1232,777,2004,197,277,1612,2828,1509,199,571,757,3659,ENTRY
2013,11,3,10,11,3295,1179,793,2089,165,325,1536,2632,1421,171,655,754,3754,ENTRY
2013,11,3,11,12,3405,1250,808,2315,208,333,1687,2395,1527,147,651,701,3887,ENTRY
2013,11,3,12,13,2768,990,721,2247,162,313,1479,2315,1256,148,715,694,3671,ENTRY
2013,11,3,13,14,2643,956,680,2228,178,433,1464,2122,1336,191,926,718,3508,ENTRY
2013,11,3,14,15,2709,912,703,2206,245,470,1617,2168,1299,249,1106,827,3509,ENTRY
2013,11,3,15,16,2248,850,730,2209,246,673,1667,2320,1403,258,1429,839,3900,ENTRY
2013,11,3,16,17,2785,1053,737,2267,260,733,1740,2377,1343,196,1473,1018,4320,ENTRY
2013,11,3,17,18,3027,1008,810,2285,241,678,1818,3052,1248,295,1432,914,4169,ENTRY
2013,11,3,18,19,2984,905,736,2203,211,685,1850,2985,994,260,1691,814,3719,ENTRY
2013,11,3,19,20,3287,726,665,2096,221,773,1697,2702,931,259,2080,811,3433,ENTRY
2013,11,3,20,21,2643,665,551,1963,478,645,1652,1276,839,178,1972,679,2792,ENTRY
2013,11,3,21,22,2248,421,303,1455,118,646,1651,1109,923,172,2821,562,2032,ENTRY
2013,11,3,22,23,45,12,24,102,23,152,315,187,306,84,549,217,481,ENTRY
2013,11,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,4,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,4,4,5,297,259,104,164,14,7,32,0,0,0,0,0,0,ENTRY
2013,11,4,5,6,4806,2159,1100,2184,111,155,1196,333,861,99,272,670,2035,ENTRY
2013,11,4,6,7,5660,3338,2006,2644,343,610,2591,1059,1303,346,585,1505,5789,ENTRY
2013,11,4,7,8,10851,3740,1622,2308,617,1399,3538,1842,2494,591,1436,2488,8760,ENTRY
2013,11,4,8,9,9848,3468,1601,2504,648,1222,3173,1679,3076,487,1227,2315,8399,ENTRY
2013,11,4,9,10,9193,3319,1676,2855,662,990,2864,1223,2648,631,1397,2430,6924,ENTRY
2013,11,4,10,11,5556,2257,1508,3047,552,835,2482,1203,2462,660,1322,1652,5528,ENTRY
2013,11,4,11,12,5292,2107,1460,3166,615,917,2804,1187,2048,783,1386,1618,5015,ENTRY
2013,11,4,12,13,4484,2072,1379,3147,553,993,2748,1093,1958,839,1642,1577,4487,ENTRY
2013,11,4,13,14,3905,1885,1288,3138,543,931,2512,1026,1852,769,1694,1624,5026,ENTRY
2013,11,4,14,15,3347,1770,1250,3028,567,1375,2767,1174,1777,1042,2093,1876,4687,ENTRY
2013,11,4,15,16,3109,1914,1228,2994,670,1572,3002,1215,1826,1281,2757,1999,5015,ENTRY
2013,11,4,16,17,3139,2081,1504,3191,853,1931,3820,1419,2080,1637,3714,2781,5594,ENTRY
2013,11,4,17,18,3815,3273,2222,3824,1413,2963,4454,1701,2103,2192,4615,4814,6642,ENTRY
2013,11,4,18,19,4216,2816,1753,4098,1222,3273,4711,1711,2110,2864,5931,4859,6637,ENTRY
2013,11,4,19,20,4239,2020,1317,3632,770,2250,3862,1491,1997,2203,4968,3462,5374,ENTRY
2013,11,4,20,21,3547,1544,983,3024,624,1730,3300,1364,1613,1381,4486,2427,4529,ENTRY
2013,11,4,21,22,3032,1077,561,2189,229,1259,2499,859,1328,780,4064,1622,2979,ENTRY
2013,11,4,22,23,52,39,56,217,38,308,566,376,533,371,1109,510,908,ENTRY
2013,11,4,23,0,0,0,0,1,0,0,1,0,0,0,0,0,0,ENTRY
2013,11,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,5,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,5,4,5,203,161,135,173,3,13,44,0,1,0,0,0,0,ENTRY
2013,11,5,5,6,4654,1663,1092,2299,140,236,1112,471,915,176,434,636,2125,ENTRY
2013,11,5,6,7,11025,3912,2103,2784,402,877,2818,941,2551,633,1272,1895,5430,ENTRY
2013,11,5,7,8,13074,4115,1813,2429,697,1464,3763,1485,3558,819,1653,2859,9125,ENTRY
2013,11,5,8,9,9175,2890,1656,2637,667,1289,3648,1271,3484,758,1432,2442,8394,ENTRY
2013,11,5,9,10,6930,2298,1636,3005,596,1070,3463,995,3081,781,1419,2037,6650,ENTRY
2013,11,5,10,11,5278,2069,1436,3208,537,934,2715,850,2542,784,1368,1666,4977,ENTRY
2013,11,5,11,12,5010,2068,1421,3334,558,1049,2710,795,2358,844,1521,1532,4377,ENTRY
2013,11,5,12,13,4224,1680,1277,3313,521,1005,2731,726,2255,847,1741,1633,4284,ENTRY
2013,11,5,13,14,3902,1531,1228,3304,586,1116,2725,844,2154,841,1893,1494,4926,ENTRY
2013,11,5,14,15,3448,1628,1172,3187,592,1402,2810,1277,2036,1056,2224,1775,4679,ENTRY
2013,11,5,15,16,2983,1727,1154,3152,678,1611,3297,1138,1985,1523,2844,1887,4693,ENTRY
2013,11,5,16,17,3031,1935,1445,3359,917,1791,3771,1365,2231,1745,3852,2942,5722,ENTRY
2013,11,5,17,18,3783,3125,1999,4026,1487,3044,4499,1791,2456,2879,5116,4514,6721,ENTRY
2013,11,5,18,19,3944,2878,1614,4314,1217,3144,4821,1591,2213,3069,5749,4669,6840,ENTRY
2013,11,5,19,20,4157,2001,1366,3824,795,2437,3837,1485,1995,2601,5389,3892,4681,ENTRY
2013,11,5,20,21,3894,1617,903,3184,697,1884,3474,1476,1784,1753,5176,2789,4237,ENTRY
2013,11,5,21,22,3164,1126,513,2304,230,1356,2737,1023,1458,936,4448,1651,2898,ENTRY
2013,11,5,22,23,88,75,57,229,46,262,621,398,594,432,1454,626,917,ENTRY
2013,11,5,23,0,0,0,0,1,0,0,0,2,6,0,11,0,0,ENTRY
2013,11,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,6,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,6,4,5,364,188,100,180,4,6,32,0,0,0,0,0,0,ENTRY
2013,11,6,5,6,4275,2313,1144,2393,157,219,1151,525,919,204,477,623,2015,ENTRY
2013,11,6,6,7,12040,5654,2069,2897,394,886,2988,1567,2433,590,1400,1947,5626,ENTRY
2013,11,6,7,8,12309,4862,1788,2529,694,1540,4148,2190,3030,883,1820,2903,8761,ENTRY
2013,11,6,8,9,9412,4146,1773,2744,765,1360,3733,1783,3538,783,1576,2680,8698,ENTRY
2013,11,6,9,10,7306,3445,1957,3128,569,1104,3368,1064,3200,819,1562,2098,6964,ENTRY
2013,11,6,10,11,5392,2599,1541,3339,574,892,2678,874,2716,785,1506,1664,5058,ENTRY
2013,11,6,11,12,5094,2348,1393,3470,601,1098,2980,935,2123,900,1675,1672,4854,ENTRY
2013,11,6,12,13,4375,2442,1357,3449,553,1054,2903,909,1942,815,1916,1599,4670,ENTRY
2013,11,6,13,14,4012,2193,1223,3439,577,1137,2735,910,1971,861,2084,1589,5340,ENTRY
2013,11,6,14,15,3439,2061,1143,3318,633,1295,2862,1240,1952,1052,2448,1686,4964,ENTRY
2013,11,6,15,16,2863,2012,1216,3280,710,1681,3108,934,1847,1362,3131,2130,4937,ENTRY
2013,11,6,16,17,3263,2365,1472,3496,902,1955,3888,1138,2073,1774,4240,3149,6097,ENTRY
2013,11,6,17,18,3838,3163,2143,4190,1532,3244,4851,1493,2534,3230,5632,6142,6763,ENTRY
2013,11,6,18,19,3974,2830,1651,4491,1233,3497,5064,1489,2252,3194,6328,5421,7346,ENTRY
2013,11,6,19,20,4351,2101,1272,3980,821,2436,4150,1216,2047,2377,5932,4148,6427,ENTRY
2013,11,6,20,21,3914,1811,970,3314,645,1743,3554,1066,1673,1637,5697,2795,5518,ENTRY
2013,11,6,21,22,3212,1189,577,2398,276,1298,2828,861,1410,992,4896,1807,3563,ENTRY
2013,11,6,22,23,68,46,40,238,64,329,618,372,396,451,1601,669,1007,ENTRY
2013,11,6,23,0,0,0,0,2,0,1,0,0,0,0,12,0,0,ENTRY
2013,11,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,7,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,ENTRY
2013,11,7,4,5,0,191,123,175,9,5,68,0,0,0,0,0,0,ENTRY
2013,11,7,5,6,3771,1985,1086,2336,144,239,1094,625,851,199,474,604,1924,ENTRY
